"","Player","Team","Year","age","g","mp_per_game","x3pa","x3ppercent","efgpercent","ftpercent","ast","tov","pf","per","ftr","drbpercent","stlpercent","blkpercent","tovpercent","usgpercent","dws","dbpm","vorp","Age","ORtg","FTr","eFG.","ORB.","FT.FGA","G","MP","FGA","X3P.","FT.","DRB","TRB","AST","STL","BLK","TOV","pos","EWING"
"758","Eddie Johnson","SAC",1986,26,82,30.7,0.2,0.2,0.477,0.816,2.6,2.3,2.9,15.8,0.262,0.11,0.01,0.004,0.116,0.266,1.4,-1.8,0.5,26.6,106.2,0.324,0.499,0.327,0.273,82,241.2,88,0.224,0.778,29,42.8,28.1,7.3,4.7,18.7,"SF","0"
"759","Eddie Johnson","SAC",1987,27,81,30.3,1.5,0.314,0.477,0.829,3.1,2,2.7,16.2,0.246,0.093,0.008,0.004,0.101,0.262,0.7,-2.5,0.8,26.3,108.9,0.334,0.498,0.352,0.257,82,241.2,90.4,0.251,0.796,29.8,45.4,26.6,6.3,4.8,17.1,"SF","0"
"760","Otis Thorpe","SAC",1988,25,82,37.5,0.1,0,0.507,0.755,3.2,2.8,3.2,18.7,0.497,0.199,0.01,0.01,0.132,0.226,1.9,-0.2,3.1,26.1,106.5,0.317,0.506,0.337,0.237,82,241.2,89.5,0.32,0.772,30,45,25.8,7.1,6,17.8,"PF","1"
"761","Reggie Theus","SAC",1988,30,73,36.3,0.8,0.271,0.476,0.831,6.3,3.2,2.4,16.5,0.292,0.066,0.011,0.003,0.136,0.261,0.3,-2.8,0.6,26.1,106.5,0.317,0.506,0.337,0.237,82,241.2,89.5,0.32,0.772,30,45,25.8,7.1,6,17.8,"SG","1"
"762","Derek Smith","SAC",1988,26,35,25.7,0.7,0.348,0.489,0.77,2.5,1.4,3.1,13.9,0.31,0.083,0.011,0.011,0.104,0.207,0.2,-2,0.1,26.1,106.5,0.317,0.506,0.337,0.237,82,241.2,89.5,0.32,0.772,30,45,25.8,7.1,6,17.8,"SG","1"
"763","LaSalle Thompson","SAC",1989,27,43,29.7,0,0,0.461,0.809,1,2.7,3.6,15.6,0.351,0.233,0.017,0.025,0.159,0.236,1.7,0.1,-0.3,25.2,104.5,0.286,0.496,0.305,0.235,82,241.2,89.6,0.373,0.77,29.9,43.8,24,7.6,5,16.7,"C","0"
"764","Rodney McCray","SAC",1990,28,82,39.5,0.5,0.262,0.52,0.784,4.6,2.1,2.1,16.7,0.334,0.166,0.009,0.013,0.127,0.183,2.5,1,3.6,26.4,104.8,0.278,0.484,0.273,0.255,82,240.9,86,0.333,0.771,28.8,40.4,25,6.7,4.8,15.1,"SF","1"
"765","Pervis Ellison","SAC",1990,22,34,25.5,0.1,0,0.442,0.628,1.9,1.8,3.9,10.3,0.311,0.172,0.009,0.039,0.179,0.173,0.9,1.8,0,26.4,104.8,0.278,0.484,0.273,0.255,82,240.9,86,0.333,0.771,28.8,40.4,25,6.7,4.8,15.1,"C","1"
"766","Antoine Carr","SAC",1991,29,77,32.8,0,0,0.511,0.758,2.5,2.2,4.1,18.3,0.317,0.119,0.009,0.025,0.109,0.272,1.8,-0.8,1.7,25.9,102,0.309,0.481,0.288,0.306,82,240.3,83.1,0.374,0.732,27,39.6,24.3,7.7,6.3,15.5,"PF","1"
"767","Wayman Tisdale","SAC",1994,29,79,32.4,0,0,0.501,0.808,1.8,1.6,3.7,15.8,0.241,0.175,0.007,0.013,0.092,0.222,1.6,-1.1,0.5,26.7,103.3,0.326,0.499,0.304,0.252,82,240.9,85.7,0.353,0.731,28.6,42.3,24.7,8.2,4.3,16.3,"PF","1"
"768","Michael Smith","SAC",1997,24,81,31.2,0,0,0.539,0.496,2.4,1.6,3.1,13.3,0.688,0.239,0.017,0.018,0.21,0.11,3.2,2.8,2.5,27.4,105,0.313,0.495,0.32,0.264,82,242.1,80.6,0.391,0.723,28.1,41.5,21.9,7.2,4.4,16.2,"PF","0"
"769","Brian Grant","SAC",1997,24,24,25.3,0,0,0.44,0.778,1.2,1.8,3.1,14.5,0.435,0.181,0.017,0.031,0.151,0.215,0.7,0.4,-0.1,27.4,105,0.313,0.495,0.32,0.264,82,242.1,80.6,0.391,0.723,28.1,41.5,21.9,7.2,4.4,16.2,"PF","0"
"770","Mitch Richmond","SAC",1998,32,70,36.7,4.8,0.389,0.498,0.864,4,2.6,2.2,20.4,0.386,0.079,0.018,0.004,0.113,0.278,1.3,-2.3,2.8,26.6,100.8,0.314,0.482,0.302,0.23,82,240.6,81.5,0.351,0.687,28.1,41.4,22.4,7.3,5.1,15.5,"SG","1"
"771","Vlade Divac","SAC",2004,35,81,28.6,0.2,0.154,0.472,0.654,5.3,2.1,2.7,16.3,0.389,0.156,0.013,0.023,0.181,0.186,1.8,1,1.8,29.3,110.3,0.305,0.483,0.26,0.193,82,241.2,81.8,0.401,0.795,30.4,41.2,26.2,8.7,4,13.9,"C","0"
"772","Chris Webber","SAC",2004,30,23,36.1,0.2,0.2,0.414,0.711,4.6,2.6,3.3,17.2,0.271,0.203,0.019,0.017,0.113,0.289,0.9,0.7,0.4,29.3,110.3,0.305,0.483,0.26,0.193,82,241.2,81.8,0.401,0.795,30.4,41.2,26.2,8.7,4,13.9,"PF","0"
"773","Doug Christie","SAC",2004,33,82,33.9,1.7,0.345,0.496,0.86,4.2,1.9,2.3,14,0.25,0.104,0.028,0.01,0.169,0.149,2.4,1,2.5,29.3,110.3,0.305,0.483,0.26,0.193,82,241.2,81.8,0.401,0.795,30.4,41.2,26.2,8.7,4,13.9,"SG","0"
"774","Doug Christie","SAC",2005,34,31,32.1,1.3,0.256,0.431,0.893,4.9,2.2,2,11,0.275,0.105,0.022,0.009,0.229,0.132,0.7,0.6,0.2,27.7,110.5,0.287,0.493,0.288,0.214,82,242.1,85.1,0.374,0.787,29.9,42.4,24.5,8.2,3.9,13.1,"SG","0"
"775","Chris Webber","SAC",2005,31,46,36.3,0.6,0.379,0.455,0.799,5.5,2.9,3.1,20.9,0.195,0.236,0.021,0.014,0.118,0.301,2.1,1.6,1.9,27.7,110.5,0.287,0.493,0.288,0.214,82,242.1,85.1,0.374,0.787,29.9,42.4,24.5,8.2,3.9,13.1,"PF","0"
"776","Peja Stojakovic","SAC",2005,27,66,38.4,6.6,0.402,0.53,0.92,2.1,1.5,2.4,17.3,0.271,0.098,0.016,0.003,0.082,0.217,1.2,-2.1,2.1,27.7,110.5,0.287,0.493,0.288,0.214,82,242.1,85.1,0.374,0.787,29.9,42.4,24.5,8.2,3.9,13.1,"SF","0"
"777","Cuttino Mobley","SAC",2005,29,43,38.7,5,0.424,0.513,0.831,3.4,2.1,2.4,14.9,0.214,0.089,0.016,0.009,0.117,0.211,0.8,-1.3,0.8,27.7,110.5,0.287,0.493,0.288,0.214,82,242.1,85.1,0.374,0.787,29.9,42.4,24.5,8.2,3.9,13.1,"SG","0"
"778","Peja Stojakovic","SAC",2006,28,31,37,5.8,0.397,0.487,0.933,2.2,1.6,2.6,13.6,0.248,0.132,0.009,0.001,0.098,0.208,0.9,-1.5,0.4,27.2,106.7,0.334,0.488,0.254,0.21,82,241.8,79.3,0.351,0.784,30.2,40.5,22.3,7.4,3.6,14.6,"SF","0"
"779","Brad Miller","SAC",2008,31,72,34.9,1.3,0.311,0.482,0.848,3.7,2.3,3.4,16.8,0.424,0.237,0.014,0.023,0.16,0.183,2.7,1.9,2.9,27.3,107.5,0.346,0.51,0.252,0.256,82,241.8,80,0.373,0.798,30,40.1,19.1,7.9,4.1,16.1,"C","0"
"780","Brad Miller","SAC",2009,32,43,31.5,1,0.465,0.5,0.801,3.4,1.9,3.1,15.7,0.402,0.227,0.011,0.013,0.154,0.179,0.6,0.3,0.8,26.3,105.5,0.315,0.526,0.245,0.269,82,242.7,81.5,0.368,0.798,28.9,39.1,19.7,6.9,4.3,15.4,"C","1"
"781","Kevin Martin","SAC",2009,25,51,38.2,5.4,0.415,0.491,0.867,2.7,2.9,2.3,19.2,0.65,0.093,0.016,0.003,0.123,0.274,0.1,-3.4,0.8,26.3,105.5,0.315,0.526,0.245,0.269,82,242.7,81.5,0.368,0.798,28.9,39.1,19.7,6.9,4.3,15.4,"SG","1"
"782","Kevin Martin","SAC",2010,26,22,35.2,5,0.355,0.456,0.819,2.6,1.6,2.3,17,0.457,0.111,0.015,0.004,0.079,0.253,0.4,-2.2,0.3,24.1,105.3,0.286,0.505,0.278,0.244,82,242.4,84.1,0.349,0.726,30.7,42.6,20.5,6.9,4.5,15,"SG","0"
"783","Samuel Dalembert","SAC",2011,29,80,24.2,0,0,0.473,0.73,0.8,1.7,2.8,14.1,0.261,0.269,0.009,0.043,0.173,0.171,2.5,1.6,0,24.8,103.5,0.284,0.513,0.299,0.233,82,242.1,85.1,0.335,0.734,30.8,43.9,20.4,7.4,4.8,16.1,"C","1"
"784","Beno Udrih","SAC",2011,28,79,34.6,2.3,0.357,0.539,0.864,4.9,1.8,2.3,15.7,0.277,0.096,0.017,0.002,0.132,0.169,1.6,-0.8,2.1,24.8,103.5,0.284,0.513,0.299,0.233,82,242.1,85.1,0.335,0.734,30.8,43.9,20.4,7.4,4.8,16.1,"PG","1"
"785","Tyreke Evans","SAC",2013,23,65,31,2,0.338,0.508,0.775,3.5,2,2,18.1,0.354,0.135,0.023,0.01,0.126,0.223,0.8,-0.6,1.7,25.6,106.2,0.271,0.517,0.266,0.227,82,241.8,84.2,0.363,0.769,29.1,40.6,20.8,8.2,4.2,14.6,"SG","1"
"786","Isaiah Thomas","SAC",2014,24,72,34.7,5.1,0.349,0.51,0.85,6.3,3,2.6,20.5,0.371,0.075,0.019,0.003,0.143,0.263,1.3,-2.1,3.1,24.9,105.7,0.331,0.512,0.278,0.234,82,241.8,82.5,0.333,0.759,32.4,44.5,18.9,7.2,3.9,15.2,"PG","1"
"787","Rudy Gay","SAC",2014,27,55,34.4,2.5,0.312,0.508,0.836,3.1,3,2.3,19.6,0.354,0.133,0.018,0.014,0.145,0.266,1.5,0,1.9,24.9,105.7,0.331,0.512,0.278,0.234,82,241.8,82.5,0.333,0.759,32.4,44.5,18.9,7.2,3.9,15.2,"SF","1"
"788","Rajon Rondo","SAC",2016,29,72,35.2,2.4,0.365,0.494,0.58,11.7,3.9,2.4,16.9,0.192,0.152,0.027,0.003,0.247,0.188,2.3,0.2,1.9,26.6,106,0.295,0.521,0.239,0.202,82,241.5,86.4,0.359,0.725,33.7,44.2,24.5,8.9,4.5,16.2,"PG","0"
"789","DeMarcus Cousins","SAC",2016,25,65,34.6,3.2,0.333,0.477,0.718,3.3,3.8,3.6,23.6,0.498,0.282,0.022,0.033,0.133,0.354,3.3,1.6,2.6,26.6,106,0.295,0.521,0.239,0.202,82,241.5,86.4,0.359,0.725,33.7,44.2,24.5,8.9,4.5,16.2,"C","0"
"790","Arron Afflalo","SAC",2017,31,61,25.9,2.5,0.411,0.514,0.892,1.3,0.7,1.7,8.9,0.221,0.084,0.007,0.003,0.084,0.144,0.2,-2.1,-0.6,27.8,107.3,0.284,0.528,0.21,0.227,82,242.4,82.1,0.376,0.775,32.3,41.1,22.5,7.6,4,14.6,"SG","0"
"791","Rudy Gay","SAC",2017,30,30,33.8,3.8,0.372,0.502,0.855,2.8,2.5,2.6,17.9,0.312,0.175,0.022,0.023,0.128,0.258,1,0.4,0.7,27.8,107.3,0.284,0.528,0.21,0.227,82,242.4,82.1,0.376,0.775,32.3,41.1,22.5,7.6,4,14.6,"SF","0"
"792","DeMarcus Cousins","SAC",2017,26,55,34.4,4.9,0.356,0.494,0.77,4.8,3.8,3.7,26.5,0.491,0.283,0.02,0.036,0.132,0.375,2.6,2.6,4.3,27.8,107.3,0.284,0.528,0.21,0.227,82,242.4,82.1,0.376,0.775,32.3,41.1,22.5,7.6,4,14.6,"C","0"
"793","George Gervin","SAS",1985,32,72,29,0.1,0,0.508,0.844,2.5,2.8,2.9,18.5,0.325,0.081,0.015,0.013,0.128,0.297,1.4,-2.2,0.4,28.1,109.9,0.357,0.501,0.332,0.269,82,241.2,87.8,0.272,0.763,30.1,43.9,28.2,9.2,5.4,18.8,"SG","0"
"794","Artis Gilmore","SAS",1987,37,82,29.3,0,0,0.597,0.68,1.8,2.2,2.9,14.2,0.614,0.188,0.008,0.023,0.195,0.153,1.8,0.8,1.2,27.1,105.9,0.307,0.514,0.343,0.244,82,241.5,90.9,0.29,0.742,28.6,44.3,27.1,9.6,4,17.1,"C","1"
"795","Dave Greenwood","SAS",1988,30,45,27.5,0,0,0.46,0.748,2.2,1.6,3,10.8,0.338,0.184,0.012,0.01,0.164,0.144,0.6,0.1,0.1,26.2,108.2,0.319,0.512,0.32,0.242,82,241.5,92.2,0.323,0.733,28.5,42.9,28.6,9,5.7,17.3,"PF","0"
"796","Alvin Robertson","SAS",1989,26,65,35.2,0.7,0.2,0.488,0.723,6,3.6,4,17.2,0.263,0.114,0.04,0.009,0.177,0.222,3.1,2.1,3.3,25.6,100.9,0.319,0.5,0.345,0.294,82,240.9,90.4,0.215,0.698,26.6,42.4,24.8,11.7,5.2,20.9,"SG","1"
"797","Rod Strickland","SAS",1992,25,57,36,0.3,0.333,0.459,0.687,8.6,2.8,2.1,16.9,0.402,0.091,0.029,0.005,0.171,0.192,2.9,1.1,2.4,27.3,107.5,0.317,0.469,0.342,0.224,82,241.2,86.5,0.292,0.736,31.1,46.1,24.5,8.9,7.4,16,"PG","1"
"798","Dale Ellis","SAS",1994,33,77,33.6,4.3,0.395,0.562,0.776,1,1,1.8,14.7,0.111,0.077,0.014,0.003,0.069,0.188,2.1,-1.5,2,29,110.4,0.322,0.467,0.356,0.196,82,241.2,81.6,0.349,0.742,31.7,46.2,23.1,6.8,5.5,14.6,"SF","1"
"799","Dennis Rodman","SAS",1995,33,49,32,0,0,0.571,0.676,2,2,3.2,16.6,0.463,0.378,0.01,0.01,0.253,0.109,3.2,3.1,2.3,29,111.7,0.372,0.485,0.309,0.214,82,242.1,81.5,0.375,0.738,32.5,45,23.4,8,5.6,15.2,"PF","0"
"800","Dominique Wilkins","SAS",1997,37,63,30.9,3.8,0.293,0.453,0.803,1.9,2.1,1.6,19.6,0.367,0.149,0.011,0.013,0.109,0.297,0.3,-2.8,0.7,29.9,103.3,0.302,0.514,0.324,0.236,82,240.6,77.9,0.32,0.719,26,39.4,20.3,7.9,5.3,15.2,"SF","1"
"801","Derek Anderson","SAS",2001,26,82,34.9,3.1,0.399,0.467,0.851,3.7,2,2.3,17.1,0.405,0.109,0.022,0.003,0.124,0.219,4.3,1,4,29.5,106.6,0.374,0.444,0.271,0.182,82,241.8,76.4,0.407,0.715,33.1,44.1,21.7,6.9,7,14,"SG","1"
"802","Michael Finley","SAS",2009,35,81,28.8,3.9,0.411,0.532,0.823,1.4,0.8,1,11.4,0.09,0.123,0.009,0.005,0.078,0.161,2.8,0.1,0.9,30.4,108.5,0.251,0.487,0.221,0.191,82,242.7,79.7,0.386,0.761,32.2,41,21.2,5.8,4,11.7,"SF","0"
"803","George Hill","SAS",2011,24,76,28.3,2.7,0.377,0.514,0.863,2.5,1.3,2,14.6,0.427,0.092,0.016,0.007,0.116,0.182,2.1,-0.1,1.7,28.8,111.8,0.299,0.491,0.249,0.19,82,241.2,80.8,0.397,0.767,31.7,41.9,22.4,7.3,4.5,13.4,"PG","1"
"804","Richard Jefferson","SAS",2011,30,81,30.4,3.8,0.44,0.579,0.759,1.3,1.1,2,12.4,0.304,0.118,0.008,0.01,0.113,0.154,2.1,0,2,28.8,111.8,0.299,0.491,0.249,0.19,82,241.2,80.8,0.397,0.767,31.7,41.9,22.4,7.3,4.5,13.4,"SF","1"
"805","Richard Jefferson","SAS",2012,31,41,28.5,4.6,0.421,0.539,0.7,1.3,0.8,2,10.9,0.157,0.12,0.011,0.007,0.086,0.146,1,0,0.9,27.5,110.9,0.261,0.489,0.251,0.168,66,241.5,82.8,0.393,0.748,32.6,43,23.2,7.4,4.4,13.6,"SF","0"
"806","Willie Anderson","TOR",1996,29,49,31.9,1.9,0.305,0.468,0.856,3,2.4,3.5,11.9,0.25,0.116,0.019,0.025,0.169,0.198,0.8,-0.4,-0.2,26.2,103.8,0.296,0.514,0.32,0.272,82,241.8,80.5,0.354,0.723,27,40,23.5,9.1,6,18.8,"SG","1"
"807","Tracy Murray","TOR",1996,24,82,30,4.4,0.422,0.523,0.831,1.6,1.6,2.5,16.8,0.201,0.116,0.018,0.012,0.1,0.237,0.9,-2.6,0.7,26.2,103.8,0.296,0.514,0.32,0.272,82,241.8,80.5,0.354,0.723,27,40,23.5,9.1,6,18.8,"SF","1"
"808","Damon Stoudamire","TOR",1997,23,81,40.9,6.1,0.355,0.463,0.823,8.8,3.6,2,18.1,0.285,0.089,0.02,0.003,0.154,0.253,1.8,-2.1,2.8,25.1,104.6,0.303,0.504,0.325,0.258,82,241.8,80.9,0.363,0.72,27.5,41.3,20.9,8.8,6.3,16.4,"PG","0"
"809","Damon Stoudamire","TOR",1998,24,49,41.5,4.2,0.317,0.464,0.844,8.1,3.2,2.3,17.7,0.255,0.088,0.02,0.002,0.147,0.234,-0.1,-3.2,1,24.8,101.2,0.302,0.508,0.321,0.235,82,243,83.1,0.343,0.718,26.2,40.7,21.3,9.4,8.1,16.7,"PG","1"
"810","Chauncey Billups","TOR",1998,21,29,31.7,4.7,0.316,0.422,0.919,3.3,1.9,1.9,11.1,0.292,0.07,0.017,0.001,0.144,0.185,-0.2,-3.7,-0.5,24.8,101.2,0.302,0.508,0.321,0.235,82,243,83.1,0.343,0.718,26.2,40.7,21.3,9.4,8.1,16.7,"PG","1"
"811","Marcus Camby","TOR",1998,23,63,31.8,0,0,0.412,0.611,1.8,2.1,3.2,15.9,0.327,0.153,0.018,0.079,0.136,0.216,1.5,2.2,0.7,24.8,101.2,0.302,0.508,0.321,0.235,82,243,83.1,0.343,0.718,26.2,40.7,21.3,9.4,8.1,16.7,"C","1"
"812","Popeye Jones","TOR",1998,27,14,25.1,0.2,0.667,0.417,0.737,1.3,1.1,2.8,13.4,0.15,0.172,0.015,0.006,0.106,0.189,0.1,-2.6,-0.2,24.8,101.2,0.302,0.508,0.321,0.235,82,243,83.1,0.343,0.718,26.2,40.7,21.3,9.4,8.1,16.7,"PF","1"
"813","Doug Christie","TOR",2000,29,73,31,3.8,0.36,0.472,0.843,4.4,2,2.3,15.8,0.283,0.114,0.023,0.013,0.144,0.196,2,-0.2,1.9,29.3,104.7,0.3,0.48,0.301,0.247,82,240.9,83.9,0.363,0.765,29.9,43.3,23.7,8.1,6.6,13.9,"SG","1"
"814","Tracy McGrady","TOR",2000,20,79,31.2,0.8,0.277,0.46,0.707,3.3,2,2.5,20,0.385,0.147,0.019,0.043,0.118,0.243,2.9,1.9,3.2,29.3,104.7,0.3,0.48,0.301,0.247,82,240.9,83.9,0.363,0.765,29.9,43.3,23.7,8.1,6.6,13.9,"SF","1"
"815","Mark Jackson","TOR",2001,35,54,33.4,3.1,0.345,0.493,0.842,9.2,2.2,1.5,16.3,0.189,0.092,0.018,0.003,0.211,0.137,1.2,-2.1,0.7,29.9,105.9,0.285,0.476,0.308,0.212,82,243.4,85,0.369,0.747,30.8,44.5,24.4,7.3,6.3,13.2,"PG","0"
"816","Vince Carter","TOR",2004,27,73,38.2,3.3,0.383,0.449,0.806,4.8,3.1,2.9,20,0.286,0.106,0.017,0.017,0.12,0.325,3.4,0.1,3.4,27.6,97,0.26,0.449,0.238,0.241,82,243.7,77.4,0.356,0.75,29.5,39.6,19.2,7.4,4.9,14.2,"SG","1"
"817","Vince Carter","TOR",2005,28,20,30.4,3,0.322,0.442,0.694,3.1,1.1,2.8,17,0.238,0.072,0.021,0.018,0.062,0.267,0.4,-1.1,0.3,27,106.9,0.316,0.499,0.237,0.24,82,241.5,81.2,0.385,0.774,29.8,40.1,20.4,7.6,3.9,13.3,"SG","0"
"818","Donyell Marshall","TOR",2005,31,65,25.3,5.6,0.416,0.57,0.791,1.2,0.6,2.1,19.9,0.154,0.233,0.018,0.02,0.062,0.187,1.9,0.2,2.5,27,106.9,0.316,0.499,0.237,0.24,82,241.5,81.2,0.385,0.774,29.8,40.1,20.4,7.6,3.9,13.3,"PF","0"
"819","Shawn Marion","TOR",2009,30,27,35.3,0.5,0.154,0.491,0.806,2.3,1.8,1.5,16.4,0.181,0.184,0.017,0.017,0.117,0.202,1,1.4,0.7,27,107,0.279,0.511,0.24,0.202,82,241.5,81.4,0.372,0.824,30.6,40.4,22.4,6.4,4.8,13.4,"SF","1"
"820","Jermaine O'Neal","TOR",2009,30,41,29.7,0,0,0.473,0.81,1.6,2.2,3.2,15.4,0.305,0.207,0.008,0.052,0.149,0.235,1.4,1.9,0.3,27,107,0.279,0.511,0.24,0.202,82,241.5,81.4,0.372,0.824,30.6,40.4,22.4,6.4,4.8,13.4,"C","1"
"821","Chris Bosh","TOR",2010,25,70,36.1,0.3,0.364,0.522,0.797,2.4,2.4,2.4,25,0.509,0.252,0.009,0.021,0.107,0.287,1.7,-0.7,2.7,25.2,111.3,0.319,0.513,0.247,0.247,82,241.2,80.9,0.371,0.764,30.6,40.4,22,5.7,4.7,13.4,"C","0"
"822","Jarrett Jack","TOR",2010,26,82,27.4,2.4,0.412,0.542,0.842,5,2,1.8,16.3,0.359,0.098,0.014,0.002,0.173,0.191,0.2,-2.3,1.2,25.2,111.3,0.319,0.513,0.247,0.247,82,241.2,80.9,0.371,0.764,30.6,40.4,22,5.7,4.7,13.4,"PG","0"
"823","Jarrett Jack","TOR",2011,27,13,26.7,1.8,0.167,0.41,0.87,4.5,2.6,1.9,12.6,0.377,0.126,0.021,0,0.193,0.228,0.1,-1.7,-0.1,24.5,106.1,0.293,0.522,0.282,0.251,82,241.2,82.4,0.316,0.755,28.6,40.3,21.9,7.1,4.3,14.7,"PG","1"
"824","Jose Calderon","TOR",2012,30,53,33.9,3,0.371,0.519,0.882,8.8,2,1.8,16.7,0.143,0.091,0.014,0.001,0.17,0.16,1.2,-2.6,0.7,25.7,100.8,0.274,0.475,0.259,0.26,66,241.9,78.1,0.34,0.77,31.4,42,20.9,6.5,4.9,15.2,"PG","1"
"825","Ed Davis","TOR",2013,23,45,24.2,0,0,0.549,0.647,1.2,1,2.5,18.1,0.301,0.228,0.012,0.028,0.105,0.183,1.2,1,0.8,25.4,105.9,0.274,0.5,0.255,0.247,82,243.7,81.5,0.343,0.788,29.6,40.2,21.5,7.3,4.8,13.7,"C","1"
"826","Jose Calderon","TOR",2013,31,45,28.3,4.1,0.429,0.569,0.904,7.4,1.7,1.3,19.2,0.131,0.087,0.012,0.004,0.151,0.181,0.5,-3.7,0.8,25.4,105.9,0.274,0.5,0.255,0.247,82,243.7,81.5,0.343,0.788,29.6,40.2,21.5,7.3,4.8,13.7,"PG","1"
"827","Rudy Gay","TOR",2013,26,33,34.7,4,0.336,0.464,0.856,2.8,2.8,2.9,17.6,0.246,0.178,0.026,0.015,0.131,0.291,1.4,0.4,0.8,25.4,105.9,0.274,0.5,0.255,0.247,82,243.7,81.5,0.343,0.788,29.6,40.2,21.5,7.3,4.8,13.7,"SF","1"
"828","Rudy Gay","TOR",2014,27,18,35.5,3.3,0.373,0.421,0.773,2.2,3.3,2.6,14.7,0.263,0.191,0.023,0.029,0.136,0.308,1.1,1.1,0,25.6,108.8,0.306,0.493,0.272,0.237,82,243.4,81.9,0.372,0.782,31.1,42.5,21.2,7,4.2,14.1,"SF","1"
"829","Amir Johnson","TOR",2015,27,75,26.4,0.6,0.413,0.592,0.612,1.6,1.5,3,15.4,0.249,0.173,0.011,0.024,0.16,0.157,1.6,1,1.9,26.1,111,0.295,0.506,0.256,0.208,82,242.1,83.3,0.352,0.787,30.8,41.5,20.7,7.5,4.4,12.9,"PF","1"
"830","Lou Williams","TOR",2015,28,80,25.2,5.6,0.34,0.486,0.861,2.1,1.3,1.3,19.9,0.426,0.073,0.023,0.004,0.084,0.27,1.1,-3.1,1.5,26.1,111,0.295,0.506,0.256,0.208,82,242.1,83.3,0.352,0.787,30.8,41.5,20.7,7.5,4.4,12.9,"SG","1"
"831","Adrian Dantley","UTA",1986,29,76,36.1,0.1,0.091,0.563,0.791,3.5,3,2.7,24.6,0.548,0.085,0.011,0.001,0.114,0.3,2.3,-1.7,4.8,26.2,104.2,0.38,0.477,0.298,0.258,82,241.2,86.4,0.207,0.716,30.2,43.3,26.8,8.7,8.1,18.5,"SF","1"
"832","Jeff Malone","UTA",1993,31,79,32.4,0.1,0.333,0.495,0.852,1.6,1.6,1.5,13.7,0.23,0.061,0.008,0.001,0.086,0.244,1.2,-2.6,-1.1,29.3,109.6,0.365,0.487,0.31,0.25,82,240.9,83.3,0.314,0.766,30,42.7,26.5,9.1,4.2,15.5,"SG","1"
"833","Tyrone Corbin","UTA",1994,31,82,26.2,0.4,0.207,0.461,0.813,1.5,1.1,2.6,11.8,0.245,0.127,0.024,0.008,0.124,0.153,2.8,2,1.8,29.4,108.6,0.354,0.469,0.313,0.267,82,241.8,82.1,0.32,0.74,29.1,42,26.6,9.2,4.4,14.5,"SF","1"
"834","Jeff Malone","UTA",1994,32,50,33.1,0.1,0.5,0.491,0.843,1.3,1.1,1.5,12.9,0.221,0.06,0.008,0.002,0.07,0.218,1,-1.9,-0.3,29.4,108.6,0.354,0.469,0.313,0.267,82,241.8,82.1,0.32,0.74,29.1,42,26.6,9.2,4.4,14.5,"SG","1"
"835","Donyell Marshall","UTA",2002,28,58,30.2,0.7,0.31,0.529,0.708,1.7,2.1,2.6,19.2,0.342,0.197,0.015,0.03,0.14,0.228,2.1,0.6,1.7,29.9,105.6,0.381,0.484,0.335,0.286,82,241.8,77.7,0.333,0.763,28.6,42.2,24.4,9.1,6.4,16.5,"SF","1"
"836","Karl Malone","UTA",2003,39,81,36.2,0.2,0.214,0.463,0.763,4.7,2.6,2.5,21.7,0.482,0.205,0.025,0.008,0.118,0.278,4.3,1.6,4.8,30.9,105.5,0.38,0.468,0.325,0.256,82,241.2,75.5,0.349,0.745,29,41.5,25.6,8.6,5.7,16.8,"PF","0"
"837","Deron Williams","UTA",2010,25,76,36.9,3.4,0.371,0.515,0.801,10.5,3.3,2.7,20.6,0.397,0.104,0.018,0.005,0.169,0.238,3,-1,3.7,25.6,110.7,0.34,0.492,0.268,0.269,82,240.9,80.2,0.364,0.741,31.6,42.2,26.7,8.2,4.9,15.2,"PG","0"
"838","Carlos Boozer","UTA",2010,28,78,34.3,0,0,0.562,0.742,3.2,2.7,3.5,21.3,0.35,0.299,0.016,0.011,0.143,0.248,4.6,2,3.7,25.6,110.7,0.34,0.492,0.268,0.269,82,240.9,80.2,0.364,0.741,31.6,42.2,26.7,8.2,4.9,15.2,"PF","0"
"839","Deron Williams","UTA",2011,26,53,37.9,4.9,0.345,0.513,0.853,9.7,3.5,2.9,22.1,0.439,0.105,0.017,0.005,0.163,0.262,0.8,-2.6,2.7,26.8,108.1,0.313,0.505,0.27,0.275,82,242.4,80.4,0.346,0.771,28.5,39.5,23.4,7.7,5.9,14.3,"PG","1"
"840","Andrei Kirilenko","UTA",2011,29,64,31.2,1.5,0.367,0.5,0.77,3,1.8,1.8,16.6,0.498,0.138,0.021,0.03,0.15,0.178,1.7,1.3,2.1,26.8,108.1,0.313,0.505,0.27,0.275,82,242.4,80.4,0.346,0.771,28.5,39.5,23.4,7.7,5.9,14.3,"SF","1"
"841","Devin Harris","UTA",2012,28,63,27.6,3.4,0.362,0.516,0.746,5,1.9,2.2,16,0.386,0.067,0.019,0.006,0.161,0.195,0.8,-2.4,1,25.6,106.8,0.302,0.493,0.302,0.245,66,244.9,83.8,0.323,0.754,31.1,44.2,21.8,8.3,5.8,14.2,"PG","0"
