"","Player","Team","Year","age","g","mp_per_game","x3pa","x3ppercent","efgpercent","ftpercent","ast","tov","pf","per","ftr","drbpercent","stlpercent","blkpercent","tovpercent","usgpercent","dws","dbpm","vorp","Age","ORtg","FTr","eFG.","ORB.","FT.FGA","G","MP","FGA","X3P.","FT.","DRB","TRB","AST","STL","BLK","TOV","pos","EWING"
"212","Tyson Chandler","DAL",2011,28,74,27.8,0,0,0.654,0.732,0.4,1.2,3.2,18.4,0.725,0.266,0.009,0.03,0.141,0.142,3.5,1.7,2.2,30.9,109.7,0.286,0.488,0.241,0.206,82,240.3,78.8,0.365,0.777,31.9,41.4,23.8,6.8,4.3,14,"C","0"
"213","Jason Terry","DAL",2012,34,63,31.7,5.8,0.378,0.513,0.883,3.6,2,1.1,15.7,0.134,0.074,0.019,0.004,0.126,0.233,1.8,-1.1,1.5,31.3,103.3,0.246,0.479,0.234,0.203,66,243.4,82,0.339,0.771,32.7,42.8,20.9,8.6,5.1,14,"SG","0"
"214","Jason Kidd","DAL",2012,38,48,28.7,4.6,0.354,0.507,0.786,5.5,1.9,1.7,13.1,0.103,0.148,0.031,0.006,0.242,0.127,2.1,2.1,1.5,31.3,103.3,0.246,0.479,0.234,0.203,66,243.4,82,0.339,0.771,32.7,42.8,20.9,8.6,5.1,14,"PG","0"
"215","Shawn Marion","DAL",2014,35,76,31.7,2.1,0.358,0.523,0.785,1.6,1.3,1.6,13.7,0.092,0.174,0.019,0.013,0.114,0.157,2.1,1.1,1.9,30.6,111.2,0.253,0.515,0.246,0.229,82,241.8,83.6,0.384,0.795,30.7,40.9,23.6,8.6,4.3,13.5,"SF","1"
"216","Vince Carter","DAL",2014,37,81,24.4,4.6,0.394,0.497,0.821,2.6,1.3,2.6,15.9,0.242,0.126,0.016,0.015,0.107,0.231,1.3,-1,1.6,30.6,111.2,0.253,0.515,0.246,0.229,82,241.8,83.6,0.384,0.795,30.7,40.9,23.6,8.6,4.3,13.5,"SG","1"
"217","Jose Calderon","DAL",2014,32,81,30.5,5.2,0.449,0.584,0.825,4.7,1.3,1.7,15.2,0.084,0.076,0.014,0.004,0.117,0.162,0.8,-2,2.1,30.6,111.2,0.253,0.515,0.246,0.229,82,241.8,83.6,0.384,0.795,30.7,40.9,23.6,8.6,4.3,13.5,"PG","1"
"218","Rajon Rondo","DAL",2015,28,46,28.7,1.2,0.352,0.457,0.452,6.5,2.9,2.4,12.4,0.094,0.133,0.021,0.002,0.226,0.203,1.2,0.5,0.3,29.9,109.5,0.262,0.503,0.236,0.204,82,242.4,85.8,0.352,0.752,31.8,42.3,22.5,8.1,4.5,13,"PG","0"
"219","Monta Ellis","DAL",2015,29,80,33.7,3.6,0.285,0.475,0.752,4.1,2.5,2.5,16.5,0.224,0.064,0.028,0.008,0.117,0.279,2.2,-0.7,1.3,29.9,109.5,0.262,0.503,0.236,0.204,82,242.4,85.8,0.352,0.752,31.8,42.3,22.5,8.1,4.5,13,"SG","0"
"220","Tyson Chandler","DAL",2015,32,75,30.5,0,0,0.666,0.72,1.1,1.4,2.3,20.1,0.584,0.274,0.009,0.032,0.16,0.128,3.1,2.3,3.6,29.9,109.5,0.262,0.503,0.236,0.204,82,242.4,85.8,0.352,0.752,31.8,42.3,22.5,8.1,4.5,13,"C","0"
"221","Deron Williams","DAL",2016,31,65,32.4,4.3,0.344,0.477,0.869,5.8,2.3,2.4,14.6,0.266,0.089,0.015,0.006,0.148,0.22,1.4,-1,1,30.3,106.7,0.265,0.504,0.206,0.198,82,244,84.1,0.344,0.794,33.9,43.1,22.1,6.8,3.7,12.8,"PG","0"
"222","Alex English","DEN",1980,26,24,36.5,0.1,0.667,0.487,0.762,3.4,3.8,3.3,18.5,0.295,0.15,0.015,0.018,0.157,0.256,0.7,0,0.8,27.1,103.4,0.34,0.497,0.336,0.224,82,241.8,91.1,0.325,0.737,30.8,46.8,25.4,9.1,4.9,18.7,"SF","1"
"223","Kiki Vandeweghe","DEN",1984,25,78,35.1,0.4,0.367,0.562,0.852,3.1,2,2.4,23.6,0.362,0.114,0.008,0.01,0.077,0.278,0.6,-3.1,2.7,27,111.3,0.337,0.522,0.293,0.277,82,241.5,97.4,0.302,0.818,29.8,43.6,30.3,8.7,4.3,16.4,"PF","1"
"224","Darrell Walker","DEN",1987,25,81,24.9,0,0,0.482,0.745,3.5,2.3,2.8,15.8,0.492,0.094,0.027,0.01,0.172,0.207,1.8,0.3,1.4,28.2,109.3,0.323,0.503,0.322,0.307,82,241.2,97,0.271,0.769,28.9,44.7,28.3,9.2,5.1,14.8,"PG","1"
"225","Fat Lever","DEN",1990,29,79,35.8,1.1,0.414,0.457,0.804,6.5,2,2.2,19.9,0.263,0.198,0.027,0.003,0.098,0.219,4.2,2.7,5.4,29.5,108,0.275,0.501,0.291,0.264,82,241.5,97.7,0.337,0.789,30.9,45.1,27.7,9.9,4,13.9,"SG","0"
"226","Alex English","DEN",1990,36,80,27.6,0.1,0.4,0.492,0.88,2.8,1.2,1.6,17.9,0.142,0.084,0.011,0.006,0.063,0.26,1.7,-1.7,1,29.5,108,0.275,0.501,0.291,0.264,82,241.5,97.7,0.337,0.789,30.9,45.1,27.7,9.9,4,13.9,"SF","0"
"227","Reggie Williams","DEN",1991,26,51,30.2,2.6,0.328,0.473,0.84,1.7,1.5,3.7,14.6,0.214,0.089,0.025,0.01,0.087,0.199,0.4,-1,0.7,26.5,105.2,0.255,0.524,0.331,0.299,82,240.6,108.1,0.283,0.763,30.9,49.4,24.5,10.4,5,16.2,"SF","1"
"228","Michael Adams","DEN",1991,28,66,35.5,8.5,0.296,0.453,0.879,10.5,3.6,2.5,22.3,0.372,0.088,0.026,0.001,0.127,0.285,0.4,-2.7,3.8,26.5,105.2,0.255,0.524,0.331,0.299,82,240.6,108.1,0.283,0.763,30.9,49.4,24.5,10.4,5,16.2,"PG","1"
"229","Orlando Woolridge","DEN",1991,31,53,34.4,0.1,0,0.498,0.797,2.2,2.9,2.7,19.5,0.447,0.126,0.016,0.007,0.114,0.257,0.2,-2.2,0.7,26.5,105.2,0.255,0.524,0.331,0.299,82,240.6,108.1,0.283,0.763,30.9,49.4,24.5,10.4,5,16.2,"SF","1"
"230","Dikembe Mutombo","DEN",1996,29,74,36.7,0,0,0.499,0.695,1.5,2,3.5,17.1,0.622,0.266,0.007,0.088,0.171,0.144,5,5.3,3.6,26.8,105.2,0.326,0.492,0.307,0.237,82,241.8,81.2,0.346,0.743,30.3,43.2,22.6,6.4,7.3,15.4,"C","0"
"231","Ervin Johnson","DEN",1997,29,82,31.7,0,0,0.52,0.615,0.9,1.4,3.5,14.3,0.334,0.296,0.013,0.06,0.181,0.112,3.8,3.9,1.8,28.6,104.5,0.298,0.501,0.288,0.206,82,243,81.5,0.372,0.761,29.9,42,23,6.1,5.9,16.6,"C","0"
"232","Antonio McDyess","DEN",1997,22,74,34.7,0.5,0.171,0.466,0.708,1.4,2.7,3.7,15.5,0.334,0.168,0.013,0.034,0.13,0.266,1.8,-0.2,-0.5,28.6,104.5,0.298,0.501,0.288,0.206,82,243,81.5,0.372,0.761,29.9,42,23,6.1,5.9,16.6,"PF","0"
"233","Mark Jackson","DEN",1997,31,52,38.5,2.3,0.397,0.478,0.801,12.3,3.3,2,16.2,0.301,0.113,0.013,0.003,0.252,0.153,0.5,-2.4,0.4,28.6,104.5,0.298,0.501,0.288,0.206,82,243,81.5,0.372,0.761,29.9,42,23,6.1,5.9,16.6,"PG","0"
"234","Dale Ellis","DEN",1997,36,82,35.9,6.4,0.364,0.498,0.817,2,1.8,2.2,12.9,0.228,0.074,0.011,0.002,0.103,0.215,0,-2.6,0.8,28.6,104.5,0.298,0.501,0.288,0.206,82,243,81.5,0.372,0.761,29.9,42,23,6.1,5.9,16.6,"SF","0"
"235","Danny Fortson","DEN",1999,22,50,28.3,0.1,0,0.495,0.727,0.6,1.5,4.2,18.7,0.598,0.313,0.012,0.011,0.136,0.18,0.7,-2,0,24.6,103.1,0.332,0.499,0.301,0.248,50,240.5,79.8,0.328,0.762,27.8,40.8,19.4,7.5,5.5,14.8,"PF","1"
"236","Raef LaFrentz","DEN",2001,24,78,31.5,1.8,0.367,0.508,0.698,1.4,1.2,3.7,17.6,0.323,0.194,0.008,0.058,0.095,0.186,2.5,1.8,2.5,27.9,103.7,0.286,0.476,0.283,0.223,82,241.2,83.9,0.355,0.737,31.5,44.2,24,6.7,6.6,13.9,"C","0"
"237","Kevin Willis","DEN",2001,38,43,24.6,0.1,0.25,0.429,0.788,0.7,1.1,3.2,14.1,0.157,0.208,0.019,0.02,0.095,0.209,1.1,-0.6,-0.4,27.9,103.7,0.286,0.476,0.283,0.223,82,241.2,83.9,0.355,0.737,31.5,44.2,24,6.7,6.6,13.9,"C","0"
"238","Raef LaFrentz","DEN",2002,25,51,32.7,3.4,0.434,0.523,0.667,1.2,1.2,3.4,18.9,0.159,0.188,0.01,0.068,0.078,0.205,1.8,1.8,2,28.2,101.4,0.256,0.492,0.306,0.245,82,241.5,83.8,0.329,0.744,28.2,41.8,22.2,7.5,5.6,14.7,"C","0"
"239","Juwan Howard","DEN",2003,29,77,35.5,0.1,0.5,0.45,0.803,3,2.5,3.1,17.2,0.278,0.181,0.015,0.008,0.118,0.261,3.4,0.5,2.2,24.1,92.2,0.283,0.477,0.313,0.29,82,240.6,79.8,0.278,0.699,28.8,42.4,21.2,8.7,5.1,18.5,"PF","1"
"240","James Posey","DEN",2003,26,25,34.9,3.5,0.273,0.41,0.843,3.1,2.6,2.5,12.3,0.315,0.15,0.018,0.005,0.152,0.222,1,0.2,0.2,24.1,92.2,0.283,0.477,0.313,0.29,82,240.6,79.8,0.278,0.699,28.8,42.4,21.2,8.7,5.1,18.5,"SF","1"
"241","Chris Whitney","DEN",2003,31,29,26.3,4.4,0.336,0.443,0.807,4.3,1.9,2.7,10.2,0.218,0.072,0.012,0.001,0.161,0.199,0.5,-3.4,-0.5,24.1,92.2,0.283,0.477,0.313,0.29,82,240.6,79.8,0.278,0.699,28.8,42.4,21.2,8.7,5.1,18.5,"PG","1"
"242","Andre Miller","DEN",2007,30,23,35.7,0.7,0.25,0.48,0.729,9.1,3,2.5,16.6,0.343,0.107,0.022,0.003,0.197,0.185,0.8,-0.2,0.5,26.5,107.6,0.36,0.499,0.289,0.203,82,241.2,83,0.336,0.746,31.2,43.4,23.4,8.3,5.3,16.5,"PG","1"
"243","Steve Blake","DEN",2007,26,49,33.5,2.9,0.343,0.495,0.727,6.6,2.1,1.5,11,0.116,0.074,0.015,0.002,0.202,0.131,1.1,-1.3,-0.1,26.5,107.6,0.36,0.499,0.289,0.203,82,241.2,83,0.336,0.746,31.2,43.4,23.4,8.3,5.3,16.5,"PG","1"
"244","Allen Iverson","DEN",2007,31,50,42.4,2.9,0.347,0.48,0.759,7.2,4,1.5,18.4,0.46,0.071,0.021,0.004,0.151,0.271,1.7,-1.2,1.3,26.5,107.6,0.36,0.499,0.289,0.203,82,241.2,83,0.336,0.746,31.2,43.4,23.4,8.3,5.3,16.5,"SG","1"
"245","Marcus Camby","DEN",2008,33,79,34.9,0.3,0.3,0.455,0.708,3.3,1.5,2.7,17.2,0.318,0.311,0.015,0.073,0.14,0.13,5.9,6.6,4.7,28.5,110,0.358,0.499,0.255,0.203,82,242.1,85.8,0.355,0.751,32.9,44.1,24.7,9.2,6.7,14.7,"C","1"
"246","Chauncey Billups","DEN",2009,32,77,35.3,5.1,0.41,0.504,0.913,6.4,2.2,2.1,18.8,0.467,0.082,0.017,0.005,0.13,0.218,2.1,-1.7,3.1,27.7,110.4,0.382,0.485,0.275,0.259,82,240.6,79.4,0.371,0.76,30.6,41.6,22.2,8.7,6,15.3,"PG","0"
"247","Allen Iverson","DEN",2009,33,3,41,2.7,0.25,0.475,0.72,6.7,3.3,1,15.2,0.625,0.046,0.012,0.006,0.164,0.221,0.1,-3.2,0,27.7,110.4,0.382,0.485,0.275,0.259,82,240.6,79.4,0.371,0.76,30.6,41.6,22.2,8.7,6,15.3,"SG","0"
"248","Carmelo Anthony","DEN",2011,26,50,35.5,2.5,0.333,0.474,0.823,2.8,2.8,2.7,21.2,0.431,0.193,0.012,0.013,0.11,0.325,1.9,-0.8,1,27.3,112.3,0.367,0.5,0.239,0.224,82,240.3,80.6,0.388,0.765,32.3,42,22.1,7.4,4.3,14.1,"SF","0"
"249","Chauncey Billups","DEN",2011,34,51,32.3,4.7,0.441,0.536,0.923,5.3,2.5,1.8,18.6,0.535,0.077,0.016,0.006,0.163,0.214,1.1,-1.6,1.8,27.3,112.3,0.367,0.5,0.239,0.224,82,240.3,80.6,0.388,0.765,32.3,42,22.1,7.4,4.3,14.1,"PG","0"
"250","Nene Hilario","DEN",2012,29,28,29.5,0.1,0,0.509,0.677,2.2,2.8,2.5,16.7,0.473,0.226,0.022,0.024,0.185,0.225,1.1,2.1,0.6,26.6,109.2,0.326,0.508,0.277,0.185,66,243,81.9,0.332,0.735,31.9,43.1,24,8.2,5,15.4,"C","1"
"251","Arron Afflalo","DEN",2012,26,62,33.6,3.6,0.398,0.534,0.798,2.4,1.4,2.2,14.7,0.353,0.085,0.009,0.005,0.095,0.191,0.6,-1.6,1.5,26.6,109.2,0.326,0.508,0.277,0.185,66,243,81.9,0.332,0.735,31.9,43.1,24,8.2,5,15.4,"SG","1"
"252","Andre Iguodala","DEN",2013,29,80,34.7,3.6,0.317,0.502,0.574,5.4,2.6,1.6,15.2,0.307,0.135,0.025,0.015,0.171,0.188,3.2,1.8,3.7,26.1,110.4,0.308,0.493,0.314,0.193,82,242.7,85.2,0.343,0.701,31.7,45,24.4,9.3,6.5,15.3,"SG","0"
"253","Ty Lawson","DEN",2015,27,75,35.5,2.7,0.341,0.474,0.73,9.6,2.5,1.7,18.5,0.392,0.081,0.017,0.003,0.146,0.206,1,-2.1,1.7,26.4,104.5,0.278,0.504,0.266,0.239,82,242.4,87.3,0.325,0.734,32.4,44.7,21.8,7.8,4.5,14.2,"PG","1"
"254","Arron Afflalo","DEN",2015,29,53,33,4.6,0.337,0.49,0.841,1.9,1.6,2,11.7,0.23,0.102,0.009,0.002,0.103,0.199,0.4,-1.6,0.2,26.4,104.5,0.278,0.504,0.266,0.239,82,242.4,87.3,0.325,0.734,32.4,44.7,21.8,7.8,4.5,14.2,"SG","1"
"255","Bob Lanier","DET",1980,31,37,37.6,0.1,0,0.546,0.781,3.3,3.1,3.5,20.3,0.36,0.202,0.012,0.023,0.143,0.218,1.1,0.3,1.6,24.7,101.2,0.283,0.499,0.323,0.239,82,241.2,92.6,0.26,0.74,29.5,44.4,23.8,9.5,6.9,21.2,"C","1"
"256","Terry Tyler","DET",1985,28,82,24.4,0.1,0,0.494,0.716,0.8,0.9,2.3,14.6,0.173,0.149,0.011,0.025,0.076,0.191,2.3,0,0.5,26.9,109.6,0.283,0.501,0.354,0.245,82,241.8,97.5,0.226,0.788,30.9,48,28.1,8.4,4.8,16.4,"SF","1"
"257","Dan Roundfield","DET",1985,31,56,26.6,0,0,0.467,0.781,1.8,2.2,2.6,13.9,0.352,0.203,0.008,0.02,0.174,0.182,1.8,1.2,0.8,26.9,109.6,0.283,0.501,0.354,0.245,82,241.8,97.5,0.226,0.788,30.9,48,28.1,8.4,4.8,16.4,"PF","1"
"258","Kelly Tripucka","DET",1986,26,81,32.4,0.3,0.48,0.502,0.856,3.3,2.3,2.1,18.3,0.359,0.096,0.016,0.002,0.113,0.241,1.9,-0.9,2.3,26.5,109,0.297,0.496,0.335,0.266,82,241.2,94.5,0.302,0.783,30,45.6,28.3,9,4.1,16.4,"SF","1"
"259","Adrian Dantley","DET",1988,31,69,31.1,0,0,0.514,0.86,2.5,2,2.1,19.9,0.663,0.073,0.009,0.003,0.108,0.242,1.9,-1.3,2.2,27.4,110.5,0.372,0.475,0.342,0.245,82,241.2,85.6,0.287,0.757,30.3,44.7,24.5,7.2,4.8,16.4,"SF","1"
"260","Adrian Dantley","DET",1989,32,42,31.9,0,0,0.521,0.839,2.2,1.9,2.4,18.2,0.616,0.089,0.009,0.003,0.114,0.227,1.3,-0.6,1.3,28.6,110.8,0.346,0.458,0.345,0.26,82,241.8,83.9,0.3,0.769,31,45.1,24.7,6.4,5,16.3,"SF","0"
"261","James Edwards","DET",1991,35,72,26.4,0,0.5,0.484,0.729,0.9,1.8,3.5,12.7,0.372,0.112,0.003,0.01,0.12,0.242,2,-1.4,-0.6,30.5,108.2,0.322,0.464,0.347,0.248,82,241.5,83.8,0.298,0.763,29.9,44.6,22.3,5.9,4.5,14.4,"C","0"
"262","Alvin Robertson","DET",1993,30,30,31.4,2.2,0.343,0.48,0.69,3.6,1.9,3.3,12.7,0.233,0.089,0.036,0.006,0.169,0.151,1.2,2.9,1.3,29.9,107.4,0.271,0.5,0.346,0.212,82,241.2,87.9,0.322,0.729,28.2,44,23.7,7.1,3,14,"SG","0"
"263","Dennis Rodman","DET",1993,31,62,38.9,1.2,0.205,0.444,0.534,1.6,1.7,3.2,13.6,0.38,0.368,0.01,0.012,0.171,0.107,4.1,2.8,1.7,29.9,107.4,0.271,0.5,0.346,0.212,82,241.2,87.9,0.322,0.729,28.2,44,23.7,7.1,3,14,"PF","0"
"264","Orlando Woolridge","DET",1993,33,50,29.5,0.2,0,0.479,0.673,2.2,1.5,2.3,13.4,0.297,0.072,0.009,0.011,0.102,0.207,0.8,-0.4,0.4,29.9,107.4,0.271,0.5,0.346,0.212,82,241.2,87.9,0.322,0.729,28.2,44,23.7,7.1,3,14,"SF","0"
"265","Allan Houston","DET",1996,24,82,37.5,5.5,0.427,0.53,0.823,3,2.8,2.8,15.7,0.291,0.093,0.011,0.004,0.142,0.254,3,-1.3,2.1,26.8,107.9,0.36,0.483,0.28,0.229,82,241.8,74.7,0.404,0.751,29.8,40.5,19.6,6.2,4.3,14.8,"SG","1"
"266","Otis Thorpe","DET",1997,34,79,33.7,0,0,0.532,0.653,1.7,1.8,3.8,16.1,0.385,0.181,0.013,0.005,0.136,0.198,3.4,0.5,1.9,28.2,110.6,0.327,0.487,0.275,0.197,82,241.8,74.3,0.388,0.745,28,38.4,19,7.7,3.5,12.7,"C","0"
"267","Terry Mills","DET",1997,29,79,25.3,5.3,0.422,0.569,0.829,1.3,1.1,2,16.4,0.1,0.188,0.01,0.011,0.104,0.203,2.5,-0.9,1.7,28.2,110.6,0.327,0.487,0.275,0.197,82,241.8,74.3,0.388,0.745,28,38.4,19,7.7,3.5,12.7,"PF","0"
"268","Jerry Stackhouse","DET",1998,23,57,31.5,2.6,0.208,0.45,0.782,3.1,2.6,2.1,16.8,0.504,0.075,0.018,0.016,0.151,0.258,1.7,-0.6,1.2,27.2,105.3,0.359,0.474,0.309,0.243,82,243.4,77.7,0.312,0.745,28.5,41.2,19.5,8.3,4.2,14.6,"SG","1"
"269","Christian Laettner","DET",2000,30,82,29.8,0.3,0.292,0.478,0.812,2.3,2.3,4,14.8,0.365,0.179,0.017,0.013,0.167,0.201,2.4,0.7,1.5,28.3,107.3,0.378,0.499,0.268,0.249,82,241.8,80.9,0.359,0.781,30,41.2,20.8,8.1,3.3,15.7,"C","0"
"270","Grant Hill","DET",2000,27,74,37.5,1.3,0.347,0.501,0.795,5.2,3.2,2.6,24.5,0.425,0.164,0.019,0.011,0.124,0.305,2.6,0.2,4.7,28.3,107.3,0.378,0.499,0.268,0.249,82,241.8,80.9,0.359,0.781,30,41.2,20.8,8.1,3.3,15.7,"SF","0"
"271","Jerry Stackhouse","DET",2002,27,76,35.3,3.9,0.287,0.43,0.858,5.3,3.5,2.1,19,0.437,0.104,0.015,0.01,0.145,0.323,2.6,-1.3,1.9,29.5,104.8,0.31,0.474,0.244,0.206,82,240,76.8,0.376,0.756,28.9,38.7,21.5,7.9,6.9,14.5,"SF","1"
"272","Clifford Robinson","DET",2003,36,81,34.9,3.2,0.336,0.444,0.676,3.3,2,3.2,12.4,0.255,0.101,0.017,0.023,0.132,0.204,4,1.4,2,29,104.1,0.322,0.461,0.259,0.225,82,242.7,76.5,0.358,0.771,29.8,40.6,19.8,6.8,5.7,13.5,"PF","1"
"273","Rasheed Wallace","DET",2004,29,22,30.6,3.1,0.319,0.47,0.704,1.8,1.3,2.7,18.8,0.192,0.208,0.019,0.051,0.087,0.232,1.7,3.3,0.9,27.4,102,0.328,0.441,0.301,0.202,82,241.2,77,0.344,0.753,30.4,42.8,20.8,8,7,15.1,"PF","1"
"274","Ben Wallace","DET",2006,31,82,35.2,0,0,0.51,0.416,1.9,1.1,2,17.5,0.637,0.259,0.028,0.046,0.129,0.112,6.9,6.4,5.7,28.5,110.8,0.297,0.477,0.289,0.191,82,241.8,80,0.384,0.727,28.6,40.5,24,7.1,6,11.4,"C","0"
"275","Chris Webber","DET",2007,33,43,29.7,0.1,0.333,0.491,0.636,3,1.7,2.5,16.9,0.323,0.187,0.018,0.016,0.137,0.202,1.9,2.1,1.4,29,108.9,0.307,0.477,0.283,0.234,82,242.4,79.1,0.344,0.774,29,40.5,21.6,7.1,5.8,12.2,"PF","1"
"276","Chauncey Billups","DET",2008,31,78,32.3,4.4,0.401,0.526,0.918,6.8,2.1,1.7,23.6,0.498,0.081,0.022,0.005,0.13,0.23,3.4,-0.7,5.2,28.3,111.4,0.3,0.47,0.294,0.244,82,240.6,79.9,0.366,0.767,29.5,41.4,22.3,7.1,5.8,11.7,"PG","0"
"277","Rasheed Wallace","DET",2009,34,66,32.2,4.8,0.354,0.498,0.772,1.4,0.9,3,14.9,0.14,0.246,0.016,0.031,0.072,0.185,3.4,1.7,1.8,28.2,107.4,0.282,0.485,0.279,0.248,82,242.7,80,0.349,0.751,29.9,41.4,20.6,6,4.6,11.9,"C","0"
"278","Allen Iverson","DET",2009,33,54,36.5,1.7,0.286,0.432,0.786,4.9,2.5,1.5,15.9,0.406,0.084,0.024,0.002,0.127,0.259,1.9,-0.5,0.7,28.2,107.4,0.282,0.485,0.279,0.248,82,242.7,80,0.349,0.751,29.9,41.4,20.6,6,4.6,11.9,"PG","0"
"279","Chauncey Billups","DET",2009,32,2,35,3.5,0.286,0.381,0.9,7.5,2,1.5,17.5,0.476,0.155,0.024,0.011,0.136,0.2,0.1,0.1,0,28.2,107.4,0.282,0.485,0.279,0.248,82,242.7,80,0.349,0.751,29.9,41.4,20.6,6,4.6,11.9,"PG","0"
"280","Antonio McDyess","DET",2009,34,62,30.1,0,0,0.51,0.698,1.3,0.8,3.1,16.6,0.164,0.272,0.012,0.021,0.083,0.157,2.8,1.8,1.5,28.2,107.4,0.282,0.485,0.279,0.248,82,242.7,80,0.349,0.751,29.9,41.4,20.6,6,4.6,11.9,"PF","0"
"281","Ben Gordon","DET",2012,28,52,26.9,2.8,0.429,0.501,0.86,2.4,2.2,2.2,13.5,0.257,0.095,0.013,0.006,0.163,0.233,0.7,-2.4,-0.1,26.3,101,0.279,0.5,0.281,0.226,66,241.9,79.3,0.346,0.752,28.5,40.3,18.7,7,4.2,15.7,"SG","0"
"282","Jose Calderon","DET",2013,31,28,31.7,3.5,0.52,0.635,0.893,6.6,1.8,1.5,18.2,0.118,0.085,0.018,0.002,0.17,0.154,0.4,-2.9,0.5,25.3,103.8,0.282,0.505,0.283,0.209,82,241.5,81,0.356,0.699,30,42.1,21.2,7,4.9,15.1,"PG","1"
"283","Tayshaun Prince","DET",2013,32,45,32.4,1.2,0.434,0.468,0.796,2.5,1.2,1,12.5,0.192,0.134,0.008,0.007,0.093,0.181,0.6,-1,-0.1,25.3,103.8,0.282,0.505,0.283,0.209,82,241.5,81,0.356,0.699,30,42.1,21.2,7,4.9,15.1,"SF","1"
"284","Josh Smith","DET",2015,29,28,32,1.3,0.243,0.403,0.468,4.7,2.6,2.9,14.3,0.284,0.189,0.021,0.042,0.141,0.253,1.3,3.4,0.7,25.9,105.3,0.261,0.502,0.277,0.192,82,241.8,85.8,0.344,0.703,32.1,44.9,21.6,7.6,4.7,13.4,"PF","1"
"285","Greg Monroe","DET",2015,24,69,31,0,0,0.496,0.75,2.1,2.2,2.1,21.2,0.394,0.251,0.019,0.013,0.13,0.239,2.8,1.3,2.1,25.9,105.3,0.261,0.502,0.277,0.192,82,241.8,85.8,0.344,0.703,32.1,44.9,21.6,7.6,4.7,13.4,"PF","1"
"286","Tayshaun Prince","DET",2015,34,23,24.8,1.1,0.423,0.466,0.655,1.7,0.7,1.1,11.8,0.181,0.143,0.014,0.011,0.085,0.147,0.4,0.5,0.1,25.9,105.3,0.261,0.502,0.277,0.192,82,241.8,85.8,0.344,0.703,32.1,44.9,21.6,7.6,4.7,13.4,"SF","1"
"287","Ersan Ilyasova","DET",2016,28,52,27.6,4.1,0.363,0.502,0.725,1.1,1.1,2.3,14.1,0.215,0.145,0.013,0.014,0.096,0.187,1.5,0.1,1,25,106.1,0.296,0.504,0.27,0.196,82,242.4,86.4,0.345,0.668,33.9,46.3,19.4,7,3.7,13.5,"PF","0"
"288","Tobias Harris","DET",2016,23,27,33.4,3.3,0.375,0.524,0.911,2.6,1.1,2.3,18.2,0.259,0.18,0.01,0.01,0.072,0.202,0.9,0.4,1,25,106.1,0.296,0.504,0.27,0.196,82,242.4,86.4,0.345,0.668,33.9,46.3,19.4,7,3.7,13.5,"PF","0"
"289","Robert Parish","GSW",1980,26,72,29.4,0,0,0.507,0.715,1.7,3.1,3.4,20,0.282,0.288,0.013,0.032,0.166,0.264,3.1,0.7,1.2,26.3,102,0.262,0.498,0.311,0.273,82,242.4,89.2,0.223,0.738,29.7,43.8,24.7,9.5,4.1,18.2,"C","1"
"290","World B. Free","GSW",1982,28,78,35.8,0.7,0.179,0.451,0.74,5.4,2.7,2.8,18.2,0.446,0.052,0.012,0.002,0.107,0.28,1.3,-2.3,1.5,25.1,108.8,0.324,0.493,0.348,0.256,82,241.2,89.6,0.28,0.717,29.9,45.5,22.2,8.4,4.8,17.4,"SG","0"
"291","Bernard King","GSW",1982,25,79,36.2,0.1,0.2,0.567,0.705,3.6,3.4,3.6,19.8,0.382,0.128,0.013,0.004,0.149,0.253,2.2,-0.6,3.4,25.1,108.8,0.324,0.493,0.348,0.256,82,241.2,89.6,0.28,0.717,29.9,45.5,22.2,8.4,4.8,17.4,"SF","0"
"292","Micheal Ray Richardson","GSW",1983,27,33,32.5,0.9,0.129,0.417,0.632,7.4,4.2,3.8,13.6,0.204,0.104,0.043,0.005,0.227,0.22,1.2,1.4,0.7,24.7,103.9,0.293,0.513,0.339,0.241,82,241.2,91.6,0.227,0.737,27.9,43.5,24,10.4,5.2,19.6,"PG","1"
"293","Mickey Johnson","GSW",1983,30,30,30,0.6,0.059,0.453,0.829,3.3,3.5,4.4,16.5,0.474,0.196,0.013,0.014,0.195,0.235,0.7,0.1,0.6,24.7,103.9,0.293,0.513,0.339,0.241,82,241.2,91.6,0.227,0.737,27.9,43.5,24,10.4,5.2,19.6,"PF","1"
"294","World B. Free","GSW",1983,29,19,36.8,0.2,0,0.451,0.711,4.7,2.6,3.5,15.9,0.409,0.035,0.01,0.002,0.104,0.269,0,-4,-0.2,24.7,103.9,0.293,0.513,0.339,0.241,82,241.2,91.6,0.227,0.737,27.9,43.5,24,10.4,5.2,19.6,"SG","1"
"295","Purvis Short","GSW",1987,29,34,27.9,0.5,0.235,0.483,0.856,2.5,2,3,18.6,0.319,0.095,0.022,0.004,0.106,0.271,0.6,-1.3,0.6,26.9,108.9,0.341,0.503,0.325,0.272,82,242.7,90.4,0.319,0.78,28.7,43.2,25.4,8.7,3.9,16.5,"SF","0"
